link,title,property_id,postcode-L1,postcode-L2,price-monthly,bed,bath,max-tenants,list-date,let-agreed,Furnishing,EPC Rating
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601200,"1 Bed Flat, Marlborough Court, BA14",1601200,BA14,208SA,895.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-garratt-terrace-sw17/1601201,"1 Bed Flat, Garratt Terrace, SW17",1601201,SW17,200QE,"1,500.00",1,1,2,20230117,20230222,Furnished,D
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601202,"1 Bed Flat, Marlborough Court, BA14",1601202,BA14,208SA,895.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601204,"1 Bed Flat, Marlborough Court, BA14",1601204,BA14,208SA,895.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/walton-le-dale-preston/3-bed-detached-house-allington-close-pr5/1601206,"3 Bed Detached House, Allington Close, PR5",1601206,PR5,204NL,"1,295.00",3,1,3,20230117,20230214,Furnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/studio-flat-warwick-road-sw5/1601207,"Studio Flat, Warwick Road, SW5",1601207,SW5,209UP,"1,473.33",1,1,2,20230118,20230124,Furnished,D
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601208,"1 Bed Flat, Marlborough Court, BA14",1601208,BA14,208SA,845.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/walton-le-dale-preston/3-bed-semi-detached-house-windsor-road-pr5/1601210,"3 Bed Semi-Detached House, Windsor Road, PR5",1601210,PR5,204QE,900.00,3,1,3,20230117,20230214,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/studio-flat-caledonian-road-n1/1601211,"Studio Flat, Caledonian Road, N1",1601211,N1,201BB,"1,300.00",1,1,2,20230119,20230126,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-caledonian-road-n7/1601212,"1 Bed Flat, Caledonian Road, N7",1601212,N7,208TD,"1,470.00",1,1,2,20230117,20230119,Furnished,D
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601213,"1 Bed Flat, Marlborough Court, BA14",1601213,BA14,208SA,875.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/nelson/2-bed-terraced-house-bradley-view-bb9/1601214,"2 Bed Terraced House, Bradley View, BB9",1601214,BB9,209XJ,400.00,2,1,2,20230117,20230210,Unfurnished,E
https://www.openrent.co.uk/property-to-rent/london/studio-flat-holloway-road-n7/1601215,"Studio Flat, Holloway Road, N7",1601215,N7,206NJ,"1,300.00",1,1,2,20230118,20230127,Furnished,C
https://www.openrent.co.uk/property-to-rent/lichfield/room-in-a-shared-house-christopher-walk-ws13/1601217,"Room in a Shared House, Christopher Walk, WS13",1601217,WS13,207PX,550.00,4,2,1,20230117,20230203,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/telford/room-in-a-shared-house-lawns-wood-tf3/1601220,"Room in a Shared House, Lawns Wood, TF3",1601220,TF3,202HS,360.00,4,2,1,20230117,20230217,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601221,"1 Bed Flat, Marlborough Court, BA14",1601221,BA14,208SA,875.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/new-malden/room-in-a-shared-house-kingston-road-kt3/1601224,"Room in a Shared House, Kingston Road, KT3",1601224,KT3,203NN,850.00,24,18,2,20230117,20230203,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/dundee/3-bed-semi-detached-house-blyth-street-dd2/1601225,"3 Bed Semi-Detached House, Blyth Street, DD2",1601225,DD2,202LR,"1,200.00",3,2,4,20230117,20230130,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601226,"1 Bed Flat, Marlborough Court, BA14",1601226,BA14,208SA,875.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/4-bed-flat-alba-gardens-nw11/1601227,"4 Bed Flat, Alba Gardens, NW11",1601227,NW11,209NR,"3,300.00",4,2,5,20230117,20230218,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/davenport/1-bed-flat-elmfield-court-sk3/1601228,"1 Bed Flat, Elmfield Court, SK3",1601228,SK3,208SE,750.00,1,1,1,20230117,20230117,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-ground-floor-460-caledonian-road-n7/1601229,"1 Bed Flat, Ground Floor 460 Caledonian Road, N7",1601229,N7,208TD,"1,550.00",1,1,2,20230117,20230119,Furnished,D
https://www.openrent.co.uk/property-to-rent/norwich/5-bed-terraced-house-dereham-road-nr2/1601230,"5 Bed Terraced House, Dereham Road, NR2",1601230,NR2,203TL,"2,490.00",5,6,5,20230117,,Furnished,C
https://www.openrent.co.uk/property-to-rent/london/studio-flat-holloway-road-n7/1601231,"Studio Flat, Holloway Road, N7",1601231,N7,206NJ,"1,040.00",1,1,1,20230118,,Furnished,C
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601232,"1 Bed Flat, Marlborough Court, BA14",1601232,BA14,208SA,825.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/salford/3-bed-terraced-house-middlebourne-street-m6/1601234,"3 Bed Terraced House, Middlebourne Street, M6",1601234,M6,205QY,"1,250.00",3,1,6,20230117,20230118,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601239,"1 Bed Flat, Marlborough Court, BA14",1601239,BA14,208SA,825.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/brighton/1-bed-flat-brighton-bn1/1601243,"1 Bed Flat, Brighton, BN1",1601243,BN1,208DA,975.00,1,1,2,20230117,20230119,At tenant choice,Standalone Building less than 50 square metres being rented
https://www.openrent.co.uk/property-to-rent/crewe/2-bed-terraced-house-bright-street-cw1/1601244,"2 Bed Terraced House, Bright Street, CW1",1601244,CW1,203AQ,650.00,2,1,4,20230117,20230121,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-cedar-house-w1u/1601246,"1 Bed Flat, Cedar House, W1U",1601246,W1U,205LU,"2,816.67",1,1,2,20230117,20230127,Furnished,E
https://www.openrent.co.uk/property-to-rent/london/studio-flat-pelham-court-sw3/1601247,"Studio Flat, Pelham Court, SW3",1601247,SW3,206SH,"1,950.00",1,1,2,20230117,20230127,Furnished,E
https://www.openrent.co.uk/property-to-rent/trowbridge/1-bed-flat-marlborough-court-ba14/1601248,"1 Bed Flat, Marlborough Court, BA14",1601248,BA14,208SA,825.00,1,1,1,20230117,20230205,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/studio-flat-zenith-house-n15/1601251,"Studio Flat, Zenith House, N15",1601251,N15,204FZ,"1,350.00",1,1,2,20230117,20230203,Furnished,E
https://www.openrent.co.uk/property-to-rent/pimlico/1-bed-flat-chapter-street-sw1p/1601253,"1 Bed Flat, Chapter Street, SW1P",1601253,SW1P,204NX,"1,750.00",1,1,2,20230117,20230126,Furnished,E
https://www.openrent.co.uk/property-to-rent/gomersal-cleckheaton/2-bed-flat-gomersal-bd19/1601254,"2 Bed Flat, Gomersal, BD19",1601254,BD19,204RS,725.00,2,1,2,20230117,20230121,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-high-street-e15/1601256,"Room in a Shared Flat, High Street, E15",1601256,E15,202GU,"1,100.00",2,2,1,20230117,20230217,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-king-street-w6/1601257,"1 Bed Flat, King Street, W6",1601257,W6,200SP,"2,730.00",1,1,2,20230117,,Furnished,C
https://www.openrent.co.uk/property-to-rent/leicester/2-bed-flat-valley-view-le9/1601259,"2 Bed Flat, Valley View, LE9",1601259,LE9,209FN,950.00,2,1,2,20230122,20230123,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-essex-wharf-e5/1601260,"1 Bed Flat, Essex Wharf, E5",1601260,E5,209QQ,"1,650.00",1,1,2,20230117,20230122,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/london/studio-flat-pelham-court-sw3/1601261,"Studio Flat, Pelham Court, SW3",1601261,SW3,206SH,"1,950.00",1,1,2,20230117,20230207,At tenant choice,D
https://www.openrent.co.uk/property-to-rent/borehamwood/2-bed-flat-sommerville-court-wd6/1601263,"2 Bed Flat, Sommerville Court, WD6",1601263,WD6,204QH,"1,375.00",2,1,3,20230117,20230129,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/derby/3-bed-semi-detached-house-rainier-drive-de21/1601265,"3 Bed Semi-Detached House, Rainier Drive, DE21",1601265,DE21,206LB,950.00,3,2,2,20230117,20230210,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/normanton/2-bed-flat-king-edward-street-wf6/1601266,"2 Bed Flat, King Edward Street, WF6",1601266,WF6,202AW,560.00,2,1,2,20230117,20230203,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/leamington-spa/2-bed-flat-richmond-court-cv31/1601267,"2 Bed Flat, Richmond Court, CV31",1601267,CV31,201DA,795.00,2,1,2,20230117,20230127,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-chedar-house-w1u/1601268,"2 Bed Flat, Chedar House, W1U",1601268,W1U,205LU,"4,008.33",2,1,2,20230123,20230127,Furnished,E
https://www.openrent.co.uk/property-to-rent/toxteth-liverpool/7-bed-semi-detached-house-hartington-road-l8/1601270,"7 Bed Semi-Detached House, Hartington Road, L8",1601270,L8,200SG,"3,336.66",7,2,7,20230117,,Furnished,D
https://www.openrent.co.uk/property-to-rent/sutton/studio-flat-haddon-road-sm1/1601271,"Studio Flat, Haddon Road, SM1",1601271,SM1,201RN,"1,050.00",1,1,2,20230117,20230203,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/4-bed-terraced-house-rutland-road-e7/1601272,"4 Bed Terraced House, Rutland Road, E7",1601272,E7,208PH,"2,250.00",4,2,6,20230117,20230127,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/wavertree-liverpool/3-bed-terraced-house-ash-grove-l15/1601273,"3 Bed Terraced House, Ash Grove, L15",1601273,L15,201ES,"1,495.00",3,1,3,20230117,,Furnished,C
https://www.openrent.co.uk/property-to-rent/liverpool/3-bed-terraced-house-burdett-street-l17/1601276,"3 Bed Terraced House, Burdett Street, L17",1601276,L17,207AT,"1,195.00",3,1,4,20230217,,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-deeside-road-sw17/1601277,"2 Bed Flat, Deeside Road, SW17",1601277,SW17,200PH,"1,800.00",2,1,3,20230117,20230214,Furnished,B
https://www.openrent.co.uk/property-to-rent/liverpool/3-bed-semi-detached-house-gem-street-l5/1601278,"3 Bed Semi-Detached House, Gem Street, L5",1601278,L5,202AT,750.00,3,1,4,20230117,20230125,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/liverpool/4-bed-terraced-house-cretan-road-l15/1601279,"4 Bed Terraced House, Cretan Road, L15",1601279,L15,200HR,"1,933.00",4,1,4,20230117,,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/3-bed-flat-swift-court-se2/1601280,"3 Bed Flat, Swift Court, SE2",1601280,SE2,209DU,"2,600.00",3,2,5,20230117,20230217,At tenant choice,B
https://www.openrent.co.uk/property-to-rent/london/studio-flat-pelham-court-sw3/1601281,"Studio Flat, Pelham Court, SW3",1601281,SW3,206SH,"1,950.00",1,1,2,20230117,20230203,Furnished,C
https://www.openrent.co.uk/property-to-rent/liverpool/3-bed-terraced-house-blythswood-street-l17/1601285,"3 Bed Terraced House, Blythswood Street, L17",1601285,L17,207DE,"1,005.00",3,1,3,20230117,,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-house-west-green-road-n15/1601288,"Room in a Shared House, West Green Road, N15",1601288,N15,205EA,800.00,4,2,4,20230117,20230131,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/prenton/3-bed-end-terrace-woodchurch-road-ch42/1601289,"3 Bed End Terrace, Woodchurch Road, CH42",1601289,CH42,209LP,750.00,3,1,5,20230124,20230126,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-hertsmere-road-e14/1601292,"2 Bed Flat, Hertsmere Road, E14",1601292,E14,204EF,"3,500.00",2,2,2,20230117,20230124,Furnished,B
https://www.openrent.co.uk/property-to-rent/sale/2-bed-terraced-house-dane-road-m33/1601296,"2 Bed Terraced House, Dane Road, M33",1601296,M33,207AR,"1,200.00",2,1,3,20230119,20230123,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-goldsmith-road-e10/1601298,"1 Bed Flat, Goldsmith Road, E10",1601298,E10,205HA,"1,375.00",1,1,2,20230117,20230124,At tenant choice,D
https://www.openrent.co.uk/property-to-rent/southend-on-sea/3-bed-flat-upper-warrior-square-ss1/1601304,"3 Bed Flat, (Upper) Warrior Square, SS1",1601304,SS1,202JJ,900.00,3,1,7,20230117,20230123,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-fellows-court-e2/1601305,"Room in a Shared Flat, Fellows Court, E2",1601305,E2,208LP,950.00,4,2,1,20230126,20230212,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/petersfield/1-bed-flat-chapel-street-gu32/1601306,"1 Bed Flat, Chapel Street, GU32",1601306,GU32,203DP,825.00,1,1,1,20230117,,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/wolverhampton/room-in-a-shared-house-park-crescent-wv1/1601307,"Room in a Shared House, Park Crescent, WV1",1601307,WV1,204PY,500.00,1,2,2,20230117,20230119,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/swindon/1-bed-flat-exmouth-street-sn1/1601308,"1 Bed Flat, Exmouth Street, SN1",1601308,SN1,203PS,800.00,1,1,2,20230117,20230125,Furnished,B
https://www.openrent.co.uk/property-to-rent/ilford/room-in-a-shared-house-cedar-close-ig1/1601314,"Room in a Shared House, Cedar Close, IG1",1601314,IG1,202LH,750.00,1,1,1,20230117,20230214,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/blackheath/2-bed-flat-invicta-road-se3/1601315,"2 Bed Flat, Invicta Road, SE3",1601315,SE3,207HF,"1,450.00",2,1,3,20230117,20230124,Unfurnished,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-house-commercial-road-e1/1601316,"Room in a Shared House, Commercial Road, E1",1601316,E1,200HY,"1,270.00",1,1,1,20230126,,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/northampton/3-bed-detached-house-lockgate-road-nn4/1601317,"3 Bed Detached House, Lockgate Road, NN4",1601317,NN4,209DG,"1,500.00",3,3,4,20230117,20230213,Furnished,B
https://www.openrent.co.uk/property-to-rent/london/3-bed-flat-revelstoke-road-sw18/1601319,"3 Bed Flat, Revelstoke Road, SW18",1601319,SW18,205PD,"2,400.00",3,1,4,20230117,20230129,At tenant choice,C
https://www.openrent.co.uk/property-to-rent/peterborough/1-bed-flat-church-walk-pe1/1601320,"1 Bed Flat, Church Walk, PE1",1601320,PE1,202TP,"2,000.00",1,1,2,20230119,,Furnished,D
https://www.openrent.co.uk/property-to-rent/luton/5-bed-terraced-house-berkeley-path-lu2/1601321,"5 Bed Terraced House, Berkeley Path, LU2",1601321,LU2,200TS,"1,800.00",5,1,6,20230117,20230130,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-lee-se12/1601323,"2 Bed Flat, Lee, SE12",1601323,SE12,200JP,"1,600.00",2,1,4,20230117,20230122,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/eccles-manchester/room-in-a-shared-house-liverpool-road-m30/1601324,"Room in a Shared House, Liverpool Road, M30",1601324,M30,207BY,625.00,7,7,1,20230117,20230211,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/martham-great-yarmouth/3-bed-semi-detached-house-hamilton-walk-nr29/1601325,"3 Bed Semi-Detached House, Hamilton Walk, NR29",1601325,NR29,204TB,800.00,3,1,6,20230117,20230126,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/nottingham/1-bed-flat-bakersfield-ng3/1601328,"1 Bed Flat, Bakersfield, NG3",1601328,NG3,207BE,650.00,1,1,1,20230117,20230129,Unfurnished,E
https://www.openrent.co.uk/property-to-rent/london/3-bed-penthouse-riverlight-quay-sw11/1601329,"3 Bed Penthouse, Riverlight Quay, SW11",1601329,SW11,208AA,"6,196.66",3,3,4,20230117,20230208,Furnished,B
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-minster-road-nw2/1601331,"2 Bed Flat, Minster Road, NW2",1601331,NW2,203SE,"1,775.00",2,1,4,20230117,,At tenant choice,D
https://www.openrent.co.uk/property-to-rent/hemel-hempstead/1-bed-flat-waterhouse-street-hp1/1601332,"1 Bed Flat, Waterhouse Street, HP1",1601332,HP1,201DS,"1,250.00",1,1,2,20230117,20230212,Furnished,D
https://www.openrent.co.uk/property-to-rent/great-yarmouth/bedsit-marine-parade-nr30/1601333,"Bedsit, Marine Parade, NR30",1601333,NR30,202EJ,476.67,1,1,2,20230117,20230121,Unfurnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/london/5-bed-terraced-house-newick-road-e5/1601334,"5 Bed Terraced House, Newick Road, E5",1601334,E5,200RR,"4,500.00",5,2,6,20230117,20230130,At tenant choice,D
https://www.openrent.co.uk/property-to-rent/glasgow/4-bed-flat-kelvingrove-g3/1601335,"4 Bed Flat, Kelvingrove, G3",1601335,G3,207TT,"3,250.00",4,1,4,20230117,20230215,Furnished,C
https://www.openrent.co.uk/property-to-rent/surbiton/studio-flat-st-andrews-road-kt6/1601338,"Studio Flat, St. Andrews Road, KT6",1601338,KT6,204EA,800.00,1,1,1,20230126,20230129,Unfurnished,Standalone Building less than 50 square metres being rented
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-galatea-square-se15/1601339,"1 Bed Flat, Galatea Square, SE15",1601339,SE15,203PL,"1,500.00",1,1,2,20230117,20230124,Unfurnished,E
https://www.openrent.co.uk/property-to-rent/strathaven/4-bed-maisonette-strathaven-ml10/1601342,"4 Bed Maisonette, Strathaven, ML10",1601342,ML10,206RP,"1,550.00",4,2,8,20230118,20230122,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/barking/4-bed-terraced-house-rosslyn-road-ig11/1601343,"4 Bed Terraced House, Rosslyn Road, IG11",1601343,IG11,209XN,"2,300.00",4,1,6,20230118,20230123,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-becquerel-court-se10/1601344,"Room in a Shared Flat, Becquerel Court, SE10",1601344,SE10,200QY,"1,230.00",3,2,1,20230126,,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/holywell/4-bed-semi-detached-house-basingwerk-modern-stores-ch8/1601346,"4 Bed Semi-Detached House, Basingwerk Modern Stores, CH8",1601346,CH8,207AP,795.00,4,1,6,20230117,20230121,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/cefn-hengoed-hengoed/3-bed-terraced-house-gelligaer-road-cf82/1601347,"3 Bed Terraced House, Gelligaer Road, CF82",1601347,CF82,207HH,750.00,3,1,4,20230117,20230125,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/manchester/1-bed-flat-daisy-bank-road-m14/1601349,"1 Bed Flat, Daisy Bank Road, M14",1601349,M14,205QJ,795.00,1,1,2,20230117,20230123,Furnished,E
https://www.openrent.co.uk/property-to-rent/great-yarmouth/2-bed-flat-st-peters-road-nr30/1601356,"2 Bed Flat, St. Peters Road, NR30",1601356,NR30,203AA,750.00,2,1,4,20230117,20230126,Furnished,C
https://www.openrent.co.uk/property-to-rent/dunton-green-sevenoaks/2-bed-flat-dunton-green-tn13/1601357,"2 Bed Flat, Dunton Green, TN13",1601357,TN13,202UR,"1,400.00",2,2,2,20230117,20230130,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/keighley/1-bed-flat-north-street-bd21/1601360,"1 Bed Flat, North Street, BD21",1601360,BD21,203SL,348.00,1,1,2,20230117,20230130,Unfurnished,A
https://www.openrent.co.uk/property-to-rent/havant/3-bed-maisonette-park-parade-po9/1601362,"3 Bed Maisonette, Park Parade, PO9",1601362,PO9,205AA,945.00,3,1,2,20230117,20230126,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/bristol/2-bed-flat-victoria-walk-bs6/1601363,"2 Bed Flat, Victoria Walk, BS6",1601363,BS6,205SR,"1,300.00",2,1,2,20230117,20230120,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-sherlock-close-sw16/1601368,"1 Bed Flat, Sherlock Close, SW16",1601368,SW16,204BF,"1,500.00",1,1,3,20230117,20230205,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-vancouver-house-se16/1601371,"1 Bed Flat, Vancouver House, SE16",1601371,SE16,207BW,"2,000.00",1,1,2,20230117,20230202,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/dunton-green-sevenoaks/3-bed-flat-dunton-green-tn13/1601372,"3 Bed Flat, Dunton Green, TN13",1601372,TN13,202UR,"1,600.00",3,1,3,20230117,20230126,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/newport/2-bed-terraced-house-clarence-street-np20/1601380,"2 Bed Terraced House, Clarence Street, NP20",1601380,NP20,202DA,750.00,2,1,4,20230117,20230127,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/hayes/studio-flat-bishops-road-ub3/1601381,"Studio Flat, Bishops Road, UB3",1601381,UB3,202TE,922.00,1,1,1,20230117,20230124,Furnished,D
https://www.openrent.co.uk/property-to-rent/salford/3-bed-terraced-house-cooke-place-m5/1601383,"3 Bed Terraced House, Cooke Place, M5",1601383,M5,203LJ,"1,400.00",3,2,5,20230117,20230209,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-canary-wharf-e14/1601385,"1 Bed Flat, Canary Wharf, E14",1601385,E14,209AF,"2,197.00",1,1,1,20230120,20230205,Furnished,C
https://www.openrent.co.uk/property-to-rent/liverpool/3-bed-terraced-house-liverpool-l13/1601386,"3 Bed Terraced House, Liverpool, L13",1601386,L13,202AS,750.00,3,1,5,20230119,20230125,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/balby-doncaster/3-bed-flat-addy-close-dn4/1601390,"3 Bed Flat, Addy Close, DN4",1601390,DN4,208GB,695.00,3,2,4,20230117,20230213,Furnished,C
https://www.openrent.co.uk/property-to-rent/coventry/2-bed-terraced-house-broad-street-cv6/1601391,"2 Bed Terraced House, Broad Street, CV6",1601391,CV6,205AX,382.89,2,1,4,20230117,20230119,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/leicester/2-bed-flat-central-square-le4/1601394,"2 Bed Flat, Central Square, LE4",1601394,LE4,200BW,800.00,2,1,2,20230117,20230222,Unfurnished,C
https://www.openrent.co.uk/property-to-rent/london/studio-flat-st-johns-wood-nw8/1601396,"Studio Flat, St Johns Wood, NW8",1601396,NW8,207AU,"2,058.33",1,1,2,20230117,20230212,At tenant choice,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/egham/2-bed-flat-rose-lodge-tw20/1601397,"2 Bed Flat, Rose Lodge, TW20",1601397,TW20,209DA,"1,350.00",2,2,4,20230125,20230212,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-comyns-close-e16/1601398,"Room in a Shared Flat, Comyns Close, E16",1601398,E16,204JJ,900.00,3,1,1,20230117,20230203,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/wembley/4-bed-terraced-house-walrond-avenue-ha9/1601399,"4 Bed Terraced House, Walrond Avenue, HA9",1601399,HA9,207EL,"2,800.00",4,1,5,20230117,20230208,Furnished,D
https://www.openrent.co.uk/property-to-rent/reading/2-bed-end-terrace-ashmore-road-rg2/1601402,"2 Bed End Terrace, Ashmore Road, RG2",1601402,RG2,208AG,"1,600.00",2,2,5,20230124,20230216,At tenant choice,C
https://www.openrent.co.uk/property-to-rent/doncaster/2-bed-flat-chelsea-mews-dn1/1601404,"2 Bed Flat, Chelsea Mews, DN1",1601404,DN1,202FB,"1,000.00",2,1,4,20230123,20230130,Furnished,B
https://www.openrent.co.uk/property-to-rent/london/studio-flat-holloway-road-n7/1601405,"Studio Flat, Holloway Road, N7",1601405,N7,206NJ,"1,018.33",1,1,1,20230119,20230212,Furnished,C
https://www.openrent.co.uk/property-to-rent/high-wycombe/room-in-a-shared-house-underwood-road-hp13/1601406,"Room in a Shared House, Underwood Road, HP13",1601406,HP13,206YB,675.00,2,1,1,20230117,20230124,Furnished,Shared Accommodation
https://www.openrent.co.uk/property-to-rent/waltham-cross/3-bed-end-terrace-sterling-avenue-en8/1601408,"3 Bed End Terrace, Sterling Avenue, EN8",1601408,EN8,208DE,"1,890.00",3,3,5,20230117,20230203,Unfurnished,B
https://www.openrent.co.uk/property-to-rent/sheffield/2-bed-flat-tapton-elms-s10/1601413,"2 Bed Flat, Tapton Elms, S10",1601413,S10,205BR,"3,250.00",2,2,4,20230207,,Furnished,C
https://www.openrent.co.uk/property-to-rent/london/1-bed-flat-portland-place-w1b/1601414,"1 Bed Flat, Portland Place, W1B",1601414,W1B,201QY,"7,345.00",1,1,2,20230117,20230205,At tenant choice,Currently Being Obtained
https://www.openrent.co.uk/property-to-rent/peterborough/1-bed-flat-church-walk-pe1/1601415,"1 Bed Flat, Church Walk, PE1",1601415,PE1,202TP,"2,200.00",1,1,2,20230117,20230219,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-knights-hill-se27/1601419,"2 Bed Flat, Knights Hill, SE27",1601419,SE27,200QP,"1,600.00",2,2,2,20230125,20230203,At tenant choice,C
https://www.openrent.co.uk/property-to-rent/peterborough/2-bed-flat-church-walk-pe1/1601420,"2 Bed Flat, Church Walk, PE1",1601420,PE1,202TP,"2,375.00",2,2,4,20230117,,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/studio-flat-sussex-gardens-w2/1601422,"Studio Flat, Sussex Gardens, W2",1601422,W2,202RY,"1,473.33",1,1,2,20230117,20230117,Furnished,A
https://www.openrent.co.uk/property-to-rent/nottingham/1-bed-flat-may-court-ng5/1601423,"1 Bed Flat, May Court, NG5",1601423,NG5,202BG,650.00,1,1,2,20230117,20230209,Unfurnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-malvern-house-sw11/1601427,"2 Bed Flat, Malvern House, SW11",1601427,SW11,204GJ,"4,800.00",2,2,2,20230120,,At tenant choice,C
https://www.openrent.co.uk/property-to-rent/london/3-bed-maisonette-livermere-road-e8/1601428,"3 Bed Maisonette, Livermere Road, E8",1601428,E8,204LG,"3,000.00",3,1,5,20230117,,Furnished,D
https://www.openrent.co.uk/property-to-rent/london/2-bed-flat-keybridge-tower-sw8/1601429,"2 Bed Flat, Keybridge Tower, SW8",1601429,SW8,201BG,"3,750.00",2,2,2,20230117,,Unfurnished,C
